datetime,Solar Zenith Angle,Surface Albedo,Precipitable Water,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Relative Humidity,Pressure,DHI,DNI,Fill Flag,GHI,Temperature,Wind Direction,Wind Speed,Solar Generation (kWh),gti,ghi,dni,azimuth
2005-01-01 00:30:00,158.21,0.17,3.2,0,0,0,0,21.3,86.33,993,0,0,0,0,23.700000000000003,228,1.9,0.0,0.0,0,0,2.362128489014068
2005-01-01 01:30:00,146.31,0.17,3.3000000000000003,0,0,0,0,21.5,90.36,993,0,0,0,0,23.200000000000003,231,1.8,0.0,0.0,0,0,2.0951725509446337
2005-01-01 02:30:00,133.04,0.17,3.3000000000000003,0,0,0,0,21.700000000000003,93.42,993,0,0,0,0,22.8,234,1.7000000000000002,0.0,0.0,0,0,1.9920459219468163
2005-01-01 03:30:00,119.35,0.17,3.3000000000000003,0,0,0,0,21.8,95.79,994,0,0,0,0,22.5,234,1.5,0.0,0.0,0,0,1.9540535925681721
2005-01-01 04:30:00,105.56,0.17,3.4000000000000004,0,0,0,0,21.9,97.32,995,0,0,0,0,22.3,232,1.3,0.0,0.0,0,0,1.9505991672346508
2005-01-01 05:30:00,91.81,0.17,3.5,0,0,0,1,21.9,92.75,995,0,0,0,0,23.1,228,1.7000000000000002,0.0,0.0,0,0,1.972087158710689
2005-01-01 06:30:00,78.19,0.17,3.5,73,102,94,0,22.0,82.10000000000001,996,73,102,0,94,25.3,232,2.2,2.9760315539704107,242.84223206612901,94,102,2.0180456557370485
2005-01-01 07:30:00,65.08,0.17,3.5,186,266,298,0,21.9,69.29,996,186,266,0,298,28.0,244,2.2,8.377603787560076,683.6070002089006,298,266,2.0949728970685495
2005-01-01 08:30:00,52.68,0.17,3.5,262,386,496,0,21.6,59.13,996,262,386,0,496,30.5,258,1.4,13.431033331839577,1095.9635521696923,496,386,2.2186122875872294
2005-01-01 09:30:00,41.73,0.17,3.4000000000000004,236,622,700,7,21.1,50.88,995,403,235,0,579,32.6,152,0.8,9.956175394974744,812.4174128906361,579,235,2.4196116851697784
2005-01-01 10:30:00,33.71,0.17,3.4000000000000004,252,662,802,0,19.9,42.6,994,252,662,0,802,34.4,54,1.0,23.025174128198476,1878.839178147571,802,662,2.742646382246175
2005-01-01 11:30:00,31.0,0.17,3.3000000000000003,258,672,834,0,18.8,37.43,993,258,672,0,834,35.5,73,1.6,9.737196320747715,794.5488633821066,834,672,3.1868873223699694
2005-01-01 12:30:00,34.88,0.17,3.2,252,651,787,0,18.1,34.910000000000004,992,252,651,0,787,36.0,84,1.9,19.022208630963206,1552.1998066881442,787,651,3.6144130437059343
2005-01-01 13:30:00,43.61,0.17,3.2,234,604,672,0,17.5,33.67,991,234,604,0,672,36.0,94,1.9,6.4129138657174884,523.2895851258661,672,604,3.9108933379439583
2005-01-01 14:30:00,54.91,0.17,3.1,201,521,500,0,17.1,33.79,991,201,521,0,500,35.4,105,1.8,11.64207255417066,949.9855205361616,500,521,4.09375597326339
2005-01-01 15:30:00,67.49,0.17,3.1,146,377,291,0,16.900000000000002,36.4,991,146,377,0,291,33.9,120,1.4,7.534245910135989,614.7895479507131,291,377,4.206614294684834
2005-01-01 16:30:00,80.69,0.17,3.0,58,141,81,0,19.200000000000003,48.15,992,58,141,0,81,31.5,147,0.9,1.4688290743725343,119.8554936248498,81,141,4.276766856957655
2005-01-01 17:30:00,94.38,0.17,3.0,0,0,0,7,19.200000000000003,53.57,993,0,0,0,0,29.6,173,0.9,0.0,0.0,0,0,4.31782818195895
2005-01-01 18:30:00,108.14,0.17,2.9000000000000004,0,0,0,7,19.200000000000003,56.58,994,0,0,0,0,28.700000000000003,189,1.0,0.0,0.0,0,0,4.334910350609755
2005-01-01 19:30:00,121.94,0.17,2.9000000000000004,0,0,0,7,19.5,60.53,994,0,0,0,0,27.8,201,0.9,0.0,0.0,0,0,4.326150564962194
2005-01-01 20:30:00,135.59,0.17,2.8000000000000003,0,0,0,0,19.6,63.54,995,0,0,0,0,27.1,209,0.9,0.0,0.0,0,0,4.279388236207699
2005-01-01 21:30:00,148.72,0.17,2.8000000000000003,0,0,0,0,19.6,66.82000000000001,995,0,0,0,0,26.3,211,0.9,0.0,0.0,0,0,4.156618666876172
2005-01-01 22:30:00,160.14,0.17,2.8000000000000003,0,0,0,0,19.8,70.97,994,0,0,0,0,25.4,207,0.9,0.0,0.0,0,0,3.832987494999011
2005-01-01 23:30:00,165.03,0.17,2.8000000000000003,0,0,0,0,19.9,76.24,994,0,0,0,0,24.4,202,1.0,0.0,0.0,0,0,3.054999925876316
2005-01-02 00:30:00,158.35,0.17,2.9000000000000004,0,0,0,0,20.200000000000003,81.10000000000001,994,0,0,0,0,23.6,200,1.0,0.0,0.0,0,0,2.3624847264926867
2005-01-02 01:30:00,146.44,0.17,3.0,0,0,0,0,20.4,85.95,994,0,0,0,0,22.9,202,1.1,0.0,0.0,0,0,2.0939457139333317
2005-01-02 02:30:00,133.16,0.17,3.1,0,0,0,0,20.6,89.82000000000001,994,0,0,0,0,22.4,206,1.2000000000000002,0.0,0.0,0,0,1.9905539692681888
2005-01-02 03:30:00,119.47,0.17,3.2,0,0,0,0,20.8,92.28,994,0,0,0,0,22.1,213,1.0,0.0,0.0,0,0,1.9524998540455478
2005-01-02 04:30:00,105.66,0.17,3.2,0,0,0,0,20.9,93.81,995,0,0,0,0,21.9,221,0.8,0.0,0.0,0,0,1.9489817793103905
2005-01-02 05:30:00,91.91,0.17,3.3000000000000003,0,0,0,0,20.9,89.45,996,0,0,0,0,22.700000000000003,248,0.8,0.0,0.0,0,0,1.9703489823175513
2005-01-02 06:30:00,78.27,0.17,3.3000000000000003,78,120,103,0,21.0,79.2,996,78,120,0,103,24.9,288,1.1,3.3597425813429918,274.15280141517684,103,120,2.0160951553738227
2005-01-02 07:30:00,65.15,0.17,3.3000000000000003,184,305,312,0,21.1,67.75,997,184,305,0,312,27.6,314,1.4,9.35461773201116,763.3307002865083,312,305,2.0926743363683946
2005-01-02 08:30:00,52.73,0.17,3.2,245,452,519,0,20.9,57.83,996,245,452,0,519,30.1,341,1.5,15.032602268902941,1226.6505319382245,519,452,2.2157689551106765
2005-01-02 09:30:00,41.74,0.17,3.1,228,644,708,0,19.700000000000003,47.46,996,228,644,0,708,32.300000000000004,194,1.8,16.52799016291913,1348.6732079085377,708,644,2.41600445209961
2005-01-02 10:30:00,33.67,0.17,2.9000000000000004,243,689,816,0,17.400000000000002,37.37,995,243,689,0,816,34.0,36,2.2,23.514586081488083,1918.774874050435,816,689,2.7384148445900522
2005-01-02 11:30:00,30.91,0.17,2.7,248,698,847,0,14.9,29.69,993,248,698,0,847,35.2,47,2.4000000000000004,10.588041900347168,863.977307249871,847,698,3.183372206830099
2005-01-02 12:30:00,34.75,0.17,2.6,214,739,821,0,12.5,24.55,992,214,739,0,821,35.9,57,2.3000000000000003,22.09488644986512,1802.9283108825068,821,739,3.6128501365178463
2005-01-02 13:30:00,43.47,0.17,2.5,204,684,700,0,10.7,21.68,991,204,684,0,700,36.0,66,2.0,7.677196147456409,626.454193998891,700,684,3.910748922398102
2005-01-02 14:30:00,54.78,0.17,2.4000000000000004,181,593,523,0,9.8,21.01,991,181,593,0,523,35.4,77,1.5,13.204064115707068,1077.4430122975984,523,593,4.094299138605397
2005-01-02 15:30:00,67.36,0.17,2.4000000000000004,138,434,305,7,9.7,22.94,991,199,41,0,215,33.800000000000004,104,0.9,3.106493395193274,253.48783314510604,215,41,4.207500625896458
2005-01-02 16:30:00,80.56,0.17,2.4000000000000004,62,163,89,7,15.1,37.53,992,62,163,5,89,31.3,147,0.6000000000000001,1.9155440297570532,156.3071423710366,89,163,4.277878196630415
2005-01-02 17:30:00,94.26,0.17,2.4000000000000004,0,0,0,7,13.9,38.24,993,0,0,0,0,29.6,176,0.8,0.0,0.0,0,0,4.319154896851903
2005-01-02 18:30:00,108.04,0.17,2.3000000000000003,0,0,0,0,13.9,40.16,993,0,0,0,0,28.8,185,0.9,0.0,0.0,0,0,4.336514588376252
2005-01-02 19:30:00,121.84,0.17,2.3000000000000003,0,0,0,0,14.4,42.85,994,0,0,0,0,28.200000000000003,182,0.7000000000000001,0.0,0.0,0,0,4.32818115092238
2005-01-02 20:30:00,135.5,0.17,2.3000000000000003,0,0,0,0,14.7,45.28,994,0,0,0,0,27.6,161,0.5,0.0,0.0,0,0,4.282161800059608
2005-01-02 21:30:00,148.66,0.17,2.3000000000000003,0,0,0,0,15.0,48.68,994,0,0,0,0,26.700000000000003,112,0.4,0.0,0.0,0,0,4.160861136772217
2005-01-02 22:30:00,160.13,0.17,2.3000000000000003,0,0,0,0,15.3,53.0,994,0,0,0,0,25.6,67,0.5,0.0,0.0,0,0,3.8401991494737433
2005-01-02 23:30:00,165.13,0.17,2.2,0,0,0,0,15.1,56.66,994,0,0,0,0,24.200000000000003,61,0.6000000000000001,0.0,0.0,0,0,3.0616701050101947
2005-01-03 00:30:00,158.49,0.17,2.2,0,0,0,0,14.6,58.85,994,0,0,0,0,23.1,82,0.7000000000000001,0.0,0.0,0,0,2.362538886681666
